date,avgTemp,city,state,population,weather_id,country,retail_and_recreation,grocery_and_pharnacy,transit_stations,workplaces,residential,count
02-03-2020,26.6,mumbai,Maharashtra,12442373,IN012070800,India,-2.0,1.0,0.0,4.0,1.0,0.0
03-03-2020,26.7,mumbai,Maharashtra,12442373,IN012070800,India,-1.0,1.0,-1.0,3.0,1.0,0.0
04-03-2020,25.9,mumbai,Maharashtra,12442373,IN012070800,India,0.0,3.0,2.0,6.0,0.0,0.0
05-03-2020,26.4,mumbai,Maharashtra,12442373,IN012070800,India,-1.0,3.0,0.0,4.0,1.0,0.0
06-03-2020,26.7,mumbai,Maharashtra,12442373,IN012070800,India,0.0,4.0,1.0,5.0,1.0,0.0
07-03-2020,25.8,mumbai,Maharashtra,12442373,IN012070800,India,-2.0,5.0,3.0,4.0,1.0,0.0
08-03-2020,25.7,mumbai,Maharashtra,12442373,IN012070800,India,1.0,4.0,-2.0,6.0,1.0,0.0
09-03-2020,25.9,mumbai,Maharashtra,12442373,IN012070800,India,-1.0,6.0,-4.0,-4.0,2.0,0.0
10-03-2020,26.5,mumbai,Maharashtra,12442373,IN012070800,India,-17.0,-21.0,-32.0,-60.0,18.0,0.0
11-03-2020,25.9,mumbai,Maharashtra,12442373,IN012070800,India,-5.0,0.0,0.0,0.0,0.0,0.0
12-03-2020,25.2,mumbai,Maharashtra,12442373,IN012070800,India,-6.0,1.0,-3.0,-1.0,1.0,2.0
13-03-2020,25.1,mumbai,Maharashtra,12442373,IN012070800,India,-9.0,1.0,-7.0,-2.0,3.0,2.0
14-03-2020,25.8,mumbai,Maharashtra,12442373,IN012070800,India,-14.0,3.0,-9.0,-5.0,5.0,0.0
15-03-2020,29.3,mumbai,Maharashtra,12442373,IN012070800,India,-17.0,-1.0,-11.0,1.0,4.0,1.0
16-03-2020,30.5,mumbai,Maharashtra,12442373,IN012070800,India,-12.0,1.0,-10.0,-8.0,5.0,0.0
17-03-2020,30.1,mumbai,Maharashtra,12442373,IN012070800,India,-18.0,0.0,-15.0,-14.0,7.0,1.0
18-03-2020,29.7,mumbai,Maharashtra,12442373,IN012070800,India,-22.0,-5.0,-19.0,-18.0,8.0,1.0
19-03-2020,28.4,mumbai,Maharashtra,12442373,IN012070800,India,-28.0,-8.0,-26.0,-24.0,10.0,1.0
20-03-2020,27.2,mumbai,Maharashtra,12442373,IN012070800,India,-41.0,-12.0,-33.0,-31.0,14.0,1.0
21-03-2020,26.9,mumbai,Maharashtra,12442373,IN012070800,India,-60.0,-26.0,-45.0,-43.0,17.0,2.0
22-03-2020,28.3,mumbai,Maharashtra,12442373,IN012070800,India,-86.0,-84.0,-78.0,-62.0,26.0,7.0
23-03-2020,29.8,mumbai,Maharashtra,12442373,IN012070800,India,-69.0,-39.0,-69.0,-69.0,29.0,5.0
24-03-2020,30.1,mumbai,Maharashtra,12442373,IN012070800,India,-76.0,-50.0,-76.0,-77.0,34.0,11.0
25-03-2020,29.5,mumbai,Maharashtra,12442373,IN012070800,India,-82.0,-67.0,-81.0,-81.0,37.0,5.0
26-03-2020,29.6,mumbai,Maharashtra,12442373,IN012070800,India,-80.0,-63.0,-79.0,-78.0,36.0,7.0
27-03-2020,29.4,mumbai,Maharashtra,12442373,IN012070800,India,-80.0,-62.0,-79.0,-77.0,36.0,1.0
28-03-2020,30.1,mumbai,Maharashtra,12442373,IN012070800,India,-82.0,-66.0,-79.0,-74.0,34.0,2.0
29-03-2020,30.4,mumbai,Maharashtra,12442373,IN012070800,India,-82.0,-68.0,-77.0,-57.0,25.0,21.0
30-03-2020,29.3,mumbai,Maharashtra,12442373,IN012070800,India,-79.0,-63.0,-79.0,-76.0,35.0,5.0
31-03-2020,28.8,mumbai,Maharashtra,12442373,IN012070800,India,-80.0,-64.0,-80.0,-76.0,35.0,7.0
01-04-2020,29.2,mumbai,Maharashtra,12442373,IN012070800,India,-80.0,-65.0,-80.0,-77.0,35.0,59.0
02-04-2020,30.1,mumbai,Maharashtra,12442373,IN012070800,India,-81.0,-66.0,-81.0,-79.0,37.0,29.0
03-04-2020,30.1,mumbai,Maharashtra,12442373,IN012070800,India,-80.0,-64.0,-80.0,-76.0,36.0,54.0
04-04-2020,29.6,mumbai,Maharashtra,12442373,IN012070800,India,-82.0,-66.0,-79.0,-71.0,34.0,43.0
05-04-2020,29.3,mumbai,Maharashtra,12442373,IN012070800,India,-82.0,-68.0,-78.0,-55.0,25.0,99.0
06-04-2020,28.9,mumbai,Maharashtra,12442373,IN012070800,India,-80.0,-64.0,-80.0,-78.0,36.0,81.0
07-04-2020,28.3,mumbai,Maharashtra,12442373,IN012070800,India,-82.0,-54.0,-76.0,-76.0,35.0,67.0
08-04-2020,28.2,mumbai,Maharashtra,12442373,IN012070800,India,-83.0,-57.0,-76.0,-76.0,35.0,124.0
09-04-2020,28.7,mumbai,Maharashtra,12442373,IN012070800,India,-83.0,-55.0,-77.0,-77.0,37.0,72.0
10-04-2020,29.6,mumbai,Maharashtra,12442373,IN012070800,India,-83.0,-56.0,-78.0,-79.0,39.0,162.0
11-04-2020,30.6,mumbai,Maharashtra,12442373,IN012070800,India,-85.0,-60.0,-77.0,-73.0,36.0,132.0
12-04-2020,30.1,mumbai,Maharashtra,12442373,IN012070800,India,-85.0,-63.0,-75.0,-56.0,25.0,138.0
13-04-2020,30.0,mumbai,Maharashtra,12442373,IN012070800,India,-82.0,-57.0,-77.0,-75.0,37.0,152.0
14-04-2020,31.1,mumbai,Maharashtra,12442373,IN012070800,India,-83.0,-59.0,-78.0,-78.0,37.0,242.0
15-04-2020,30.7,mumbai,Maharashtra,12442373,IN012070800,India,-82.0,-53.0,-75.0,-74.0,35.0,216.0
16-04-2020,30.3,mumbai,Maharashtra,12442373,IN012070800,India,-87.0,-49.0,-75.0,-75.0,36.0,140.0
17-04-2020,30.2,mumbai,Maharashtra,12442373,IN012070800,India,-87.0,-49.0,-75.0,-74.0,37.0,177.0
18-04-2020,30.7,mumbai,Maharashtra,12442373,IN012070800,India,-89.0,-56.0,-75.0,-69.0,34.0,11.0
19-04-2020,31.6,mumbai,Maharashtra,12442373,IN012070800,India,-89.0,-58.0,-73.0,-53.0,25.0,183.0
21-04-2020,30.6,mumbai,Maharashtra,12442373,IN012070800,India,-87.0,-52.0,-75.0,-74.0,36.0,308.0
22-04-2020,30.6,mumbai,Maharashtra,12442373,IN012070800,India,-87.0,-53.0,-75.0,-74.0,36.0,419.0
23-04-2020,30.6,mumbai,Maharashtra,12442373,IN012070800,India,-88.0,-54.0,-76.0,-74.0,37.0,232.0
24-04-2020,30.8,mumbai,Maharashtra,12442373,IN012070800,India,-87.0,-51.0,-76.0,-74.0,37.0,522.0
25-04-2020,30.4,mumbai,Maharashtra,12442373,IN012070800,India,-89.0,-54.0,-75.0,-70.0,35.0,242.0
26-04-2020,30.1,mumbai,Maharashtra,12442373,IN012070800,India,-89.0,-59.0,-74.0,-53.0,26.0,602.0
28-04-2020,30.9,mumbai,Maharashtra,12442373,IN012070800,India,-87.0,-52.0,-75.0,-74.0,36.0,454.0
29-04-2020,31.1,mumbai,Maharashtra,12442373,IN012070800,India,-87.0,-52.0,-74.0,-73.0,36.0,505.0
30-04-2020,30.8,mumbai,Maharashtra,12442373,IN012070800,India,-87.0,-52.0,-75.0,-73.0,36.0,639.0
01-05-2020,30.7,mumbai,Maharashtra,12442373,IN012070800,India,-87.0,-53.0,-76.0,-77.0,38.0,593.0
02-05-2020,30.6,mumbai,Maharashtra,12442373,IN012070800,India,-88.0,-54.0,-74.0,-67.0,34.0,799.0
03-05-2020,30.8,mumbai,Maharashtra,12442373,IN012070800,India,-88.0,-57.0,-72.0,-50.0,25.0,642.0
04-05-2020,30.6,mumbai,Maharashtra,12442373,IN012070800,India,-84.0,-44.0,-71.0,-70.0,34.0,489.0
05-05-2020,30.9,mumbai,Maharashtra,12442373,IN012070800,India,-84.0,-44.0,-70.0,-70.0,34.0,693.0
06-05-2020,31.2,mumbai,Maharashtra,12442373,IN012070800,India,-83.0,-41.0,-68.0,-68.0,33.0,871.0
07-05-2020,30.6,mumbai,Maharashtra,12442373,IN012070800,India,-83.0,-43.0,-70.0,-71.0,34.0,883.0
08-05-2020,30.6,mumbai,Maharashtra,12442373,IN012070800,India,-82.0,-37.0,-68.0,-67.0,34.0,804.0
09-05-2020,30.7,mumbai,Maharashtra,12442373,IN012070800,India,-85.0,-44.0,-68.0,-64.0,32.0,847.0
09-05-2020,30.7,mumbai,Maharashtra,12442373,IN012070800,India,-85.0,-44.0,-68.0,-64.0,32.0,0.0
10-05-2020,30.9,mumbai,Maharashtra,12442373,IN012070800,India,-85.0,-50.0,-67.0,-44.0,23.0,0.0
11-05-2020,31.2,mumbai,Maharashtra,12442373,IN012070800,India,-82.0,-41.0,-68.0,-67.0,33.0,1323.0
12-05-2020,30.7,mumbai,Maharashtra,12442373,IN012070800,India,-82.0,-40.0,-68.0,-67.0,33.0,872.0
13-05-2020,30.8,mumbai,Maharashtra,12442373,IN012070800,India,-82.0,-40.0,-66.0,-66.0,32.0,601.0
02-03-2020,21.2,delhi,Delhi,11007835,IN022021900,India,-3.0,-1.0,-5.0,0.0,2.0,0.0
03-03-2020,21.1,delhi,Delhi,11007835,IN022021900,India,-2.0,1.0,-2.0,4.0,0.0,0.0
04-03-2020,20.9,delhi,Delhi,11007835,IN022021900,India,-5.0,0.0,-3.0,3.0,1.0,0.0
05-03-2020,19.9,delhi,Delhi,11007835,IN022021900,India,-8.0,-5.0,-4.0,3.0,1.0,0.0
06-03-2020,16.3,delhi,Delhi,11007835,IN022021900,India,-15.0,-14.0,-5.0,0.0,3.0,0.0
07-03-2020,17.3,delhi,Delhi,11007835,IN022021900,India,-6.0,0.0,1.0,6.0,1.0,0.0
08-03-2020,18.0,delhi,Delhi,11007835,IN022021900,India,-6.0,2.0,-7.0,7.0,1.0,0.0
09-03-2020,18.3,delhi,Delhi,11007835,IN022021900,India,-2.0,4.0,-20.0,-18.0,5.0,0.0
10-03-2020,19.6,delhi,Delhi,11007835,IN022021900,India,-51.0,-56.0,-60.0,-79.0,24.0,0.0
11-03-2020,21.6,delhi,Delhi,11007835,IN022021900,India,-15.0,-9.0,-15.0,-11.0,2.0,0.0
12-03-2020,21.7,delhi,Delhi,11007835,IN022021900,India,-10.0,-7.0,-10.0,-2.0,1.0,0.0
13-03-2020,21.3,delhi,Delhi,11007835,IN022021900,India,-11.0,-5.0,-12.0,-2.0,2.0,1.0
14-03-2020,18.5,delhi,Delhi,11007835,IN022021900,India,-20.0,-15.0,-17.0,-7.0,4.0,1.0
15-03-2020,18.8,delhi,Delhi,11007835,IN022021900,India,-15.0,-6.0,-15.0,1.0,3.0,0.0
16-03-2020,19.9,delhi,Delhi,11007835,IN022021900,India,-10.0,-4.0,-13.0,-5.0,2.0,0.0
17-03-2020,20.5,delhi,Delhi,11007835,IN022021900,India,-12.0,-2.0,-17.0,-8.0,3.0,0.0
18-03-2020,22.3,delhi,Delhi,11007835,IN022021900,India,-15.0,-1.0,-20.0,-10.0,4.0,3.0
19-03-2020,23.2,delhi,Delhi,11007835,IN022021900,India,-17.0,0.0,-24.0,-12.0,5.0,1.0
20-03-2020,24.7,delhi,Delhi,11007835,IN022021900,India,-27.0,-9.0,-31.0,-19.0,8.0,3.0
21-03-2020,23.6,delhi,Delhi,11007835,IN022021900,India,-44.0,-24.0,-40.0,-27.0,10.0,6.0
22-03-2020,24.0,delhi,Delhi,11007835,IN022021900,India,-87.0,-83.0,-81.0,-68.0,21.0,7.0
23-03-2020,24.5,delhi,Delhi,11007835,IN022021900,India,-71.0,-52.0,-74.0,-73.0,28.0,1.0
24-03-2020,23.5,delhi,Delhi,11007835,IN022021900,India,-80.0,-66.0,-82.0,-82.0,32.0,2.0
25-03-2020,25.6,delhi,Delhi,11007835,IN022021900,India,-86.0,-76.0,-87.0,-85.0,34.0,0.0
26-03-2020,24.1,delhi,Delhi,11007835,IN022021900,India,-86.0,-76.0,-87.0,-84.0,35.0,5.0
27-03-2020,21.7,delhi,Delhi,11007835,IN022021900,India,-86.0,-77.0,-87.0,-84.0,36.0,4.0
28-03-2020,21.8,delhi,Delhi,11007835,IN022021900,India,-86.0,-77.0,-85.0,-80.0,31.0,1.0
29-03-2020,24.1,delhi,Delhi,11007835,IN022021900,India,-86.0,-77.0,-84.0,-69.0,23.0,9.0
30-03-2020,23.0,delhi,Delhi,11007835,IN022021900,India,-83.0,-73.0,-86.0,-82.0,34.0,23.0
31-03-2020,24.5,delhi,Delhi,11007835,IN022021900,India,-84.0,-74.0,-86.0,-83.0,34.0,25.0
01-04-2020,25.6,delhi,Delhi,11007835,IN022021900,India,-85.0,-76.0,-87.0,-83.0,34.0,23.0
02-04-2020,24.8,delhi,Delhi,11007835,IN022021900,India,-85.0,-76.0,-88.0,-84.0,36.0,32.0
03-04-2020,23.2,delhi,Delhi,11007835,IN022021900,India,-84.0,-73.0,-87.0,-82.0,35.0,141.0
04-04-2020,24.0,delhi,Delhi,11007835,IN022021900,India,-85.0,-75.0,-86.0,-78.0,31.0,93.0
05-04-2020,25.6,delhi,Delhi,11007835,IN022021900,India,-86.0,-77.0,-86.0,-67.0,23.0,59.0
06-04-2020,28.9,delhi,Delhi,11007835,IN022021900,India,-84.0,-73.0,-87.0,-84.0,35.0,58.0
07-04-2020,26.7,delhi,Delhi,11007835,IN022021900,India,-85.0,-68.0,-84.0,-82.0,33.0,22.0
08-04-2020,25.8,delhi,Delhi,11007835,IN022021900,India,-86.0,-67.0,-84.0,-82.0,34.0,51.0
09-04-2020,24.6,delhi,Delhi,11007835,IN022021900,India,-86.0,-67.0,-85.0,-83.0,35.0,93.0
10-04-2020,27.3,delhi,Delhi,11007835,IN022021900,India,-87.0,-69.0,-86.0,-85.0,37.0,51.0
11-04-2020,29.4,delhi,Delhi,11007835,IN022021900,India,-88.0,-72.0,-85.0,-80.0,32.0,183.0
12-04-2020,28.7,delhi,Delhi,11007835,IN022021900,India,-89.0,-74.0,-84.0,-69.0,24.0,166.0
13-04-2020,30.7,delhi,Delhi,11007835,IN022021900,India,-86.0,-69.0,-85.0,-82.0,35.0,85.0
14-04-2020,31.1,delhi,Delhi,11007835,IN022021900,India,-87.0,-71.0,-85.0,-84.0,34.0,356.0
15-04-2020,31.2,delhi,Delhi,11007835,IN022021900,India,-87.0,-68.0,-84.0,-81.0,34.0,51.0
16-04-2020,30.1,delhi,Delhi,11007835,IN022021900,India,-89.0,-66.0,-83.0,-82.0,35.0,17.0
17-04-2020,31.2,delhi,Delhi,11007835,IN022021900,India,-90.0,-66.0,-83.0,-81.0,36.0,62.0
18-04-2020,28.2,delhi,Delhi,11007835,IN022021900,India,-91.0,-71.0,-83.0,-78.0,32.0,67.0
19-04-2020,27.3,delhi,Delhi,11007835,IN022021900,India,-91.0,-71.0,-82.0,-69.0,24.0,186.0
20-04-2020,26.4,delhi,Delhi,11007835,IN022021900,India,-90.0,-66.0,-83.0,-81.0,35.0,0.0
21-04-2020,27.2,delhi,Delhi,11007835,IN022021900,India,-90.0,-68.0,-84.0,-82.0,35.0,78.0
22-04-2020,28.2,delhi,Delhi,11007835,IN022021900,India,-90.0,-67.0,-84.0,-82.0,35.0,75.0
23-04-2020,28.3,delhi,Delhi,11007835,IN022021900,India,-90.0,-67.0,-84.0,-82.0,36.0,92.0
24-04-2020,29.7,delhi,Delhi,11007835,IN022021900,India,-90.0,-66.0,-84.0,-81.0,37.0,128.0
25-04-2020,30.3,delhi,Delhi,11007835,IN022021900,India,-91.0,-69.0,-83.0,-79.0,33.0,138.0
26-04-2020,24.4,delhi,Delhi,11007835,IN022021900,India,-91.0,-70.0,-82.0,-68.0,25.0,111.0
27-04-2020,27.1,delhi,Delhi,11007835,IN022021900,India,-89.0,-65.0,-83.0,-80.0,35.0,0.0
28-04-2020,28.9,delhi,Delhi,11007835,IN022021900,India,-90.0,-66.0,-83.0,-81.0,34.0,190.0
29-04-2020,30.1,delhi,Delhi,11007835,IN022021900,India,-89.0,-65.0,-82.0,-81.0,35.0,407.0
30-04-2020,31.1,delhi,Delhi,11007835,IN022021900,India,-89.0,-66.0,-82.0,-81.0,35.0,141.0
30-04-2020,31.1,delhi,Delhi,11007835,IN022021900,India,-89.0,-66.0,-82.0,-81.0,35.0,0.0
01-05-2020,31.8,delhi,Delhi,11007835,IN022021900,India,-89.0,-64.0,-82.0,-81.0,36.0,81.0
02-05-2020,31.2,delhi,Delhi,11007835,IN022021900,India,-89.0,-66.0,-81.0,-77.0,32.0,298.0
03-05-2020,27.2,delhi,Delhi,11007835,IN022021900,India,-90.0,-68.0,-80.0,-67.0,24.0,476.0
04-05-2020,28.4,delhi,Delhi,11007835,IN022021900,India,-84.0,-54.0,-77.0,-75.0,32.0,533.0
05-05-2020,30.7,delhi,Delhi,11007835,IN022021900,India,-85.0,-55.0,-77.0,-75.0,32.0,418.0
06-05-2020,29.3,delhi,Delhi,11007835,IN022021900,India,-84.0,-52.0,-76.0,-73.0,32.0,243.0
07-05-2020,29.4,delhi,Delhi,11007835,IN022021900,India,-85.0,-57.0,-78.0,-77.0,33.0,503.0
08-05-2020,32.2,delhi,Delhi,11007835,IN022021900,India,-83.0,-52.0,-76.0,-72.0,32.0,838.0
09-05-2020,33.5,delhi,Delhi,11007835,IN022021900,India,-85.0,-57.0,-75.0,-70.0,29.0,429.0
09-05-2020,33.5,delhi,Delhi,11007835,IN022021900,India,-85.0,-57.0,-75.0,-70.0,29.0,0.0
10-05-2020,27.7,delhi,Delhi,11007835,IN022021900,India,-85.0,-58.0,-74.0,-59.0,22.0,0.0
11-05-2020,29.3,delhi,Delhi,11007835,IN022021900,India,-82.0,-51.0,-75.0,-70.0,31.0,435.0
12-05-2020,31.2,delhi,Delhi,11007835,IN022021900,India,-83.0,-53.0,-75.0,-71.0,31.0,370.0
13-05-2020,30.2,delhi,Delhi,11007835,IN022021900,India,-82.0,-50.0,-73.0,-70.0,30.0,802.0
02-03-2020,24.5,bangalore,Karnataka,8436675,IN009010100,India,1.0,4.0,0.0,7.0,1.0,0.0
03-03-2020,25.8,bangalore,Karnataka,8436675,IN009010100,India,0.0,5.0,0.0,5.0,1.0,0.0
04-03-2020,26.4,bangalore,Karnataka,8436675,IN009010100,India,2.0,9.0,3.0,4.0,1.0,0.0
05-03-2020,27.4,bangalore,Karnataka,8436675,IN009010100,India,0.0,5.0,0.0,5.0,1.0,0.0
06-03-2020,26.6,bangalore,Karnataka,8436675,IN009010100,India,1.0,5.0,1.0,5.0,1.0,0.0
07-03-2020,26.1,bangalore,Karnataka,8436675,IN009010100,India,1.0,5.0,3.0,8.0,1.0,0.0
08-03-2020,26.4,bangalore,Karnataka,8436675,IN009010100,India,0.0,6.0,0.0,4.0,1.0,0.0
09-03-2020,26.4,bangalore,Karnataka,8436675,IN009010100,India,-1.0,5.0,-2.0,0.0,2.0,0.0
10-03-2020,27.0,bangalore,Karnataka,8436675,IN009010100,India,-5.0,2.0,-7.0,-11.0,5.0,1.0
11-03-2020,26.9,bangalore,Karnataka,8436675,IN009010100,India,-3.0,3.0,-1.0,0.0,1.0,3.0
12-03-2020,26.3,bangalore,Karnataka,8436675,IN009010100,India,-4.0,0.0,-5.0,1.0,2.0,0.0
13-03-2020,26.4,bangalore,Karnataka,8436675,IN009010100,India,-5.0,6.0,-5.0,-1.0,3.0,1.0
14-03-2020,26.9,bangalore,Karnataka,8436675,IN009010100,India,-16.0,0.0,-8.0,-10.0,5.0,0.0
15-03-2020,26.6,bangalore,Karnataka,8436675,IN009010100,India,-20.0,-6.0,-10.0,-2.0,4.0,0.0
16-03-2020,26.6,bangalore,Karnataka,8436675,IN009010100,India,-13.0,-1.0,-12.0,-14.0,7.0,0.0
17-03-2020,26.3,bangalore,Karnataka,8436675,IN009010100,India,-17.0,-3.0,-15.0,-20.0,8.0,0.0
18-03-2020,27.2,bangalore,Karnataka,8436675,IN009010100,India,-18.0,-1.0,-15.0,-22.0,8.0,2.0
19-03-2020,27.6,bangalore,Karnataka,8436675,IN009010100,India,-20.0,-1.0,-19.0,-24.0,10.0,3.0
20-03-2020,25.4,bangalore,Karnataka,8436675,IN009010100,India,-26.0,-4.0,-22.0,-26.0,11.0,0.0
21-03-2020,27.4,bangalore,Karnataka,8436675,IN009010100,India,-31.0,8.0,-20.0,-14.0,7.0,0.0
22-03-2020,27.8,bangalore,Karnataka,8436675,IN009010100,India,-81.0,-81.0,-66.0,-49.0,21.0,3.0
23-03-2020,25.3,bangalore,Karnataka,8436675,IN009010100,India,-45.0,3.0,-37.0,-47.0,17.0,3.0
24-03-2020,27.4,bangalore,Karnataka,8436675,IN009010100,India,-73.0,-43.0,-61.0,-73.0,28.0,5.0
25-03-2020,26.8,bangalore,Karnataka,8436675,IN009010100,India,-81.0,-65.0,-71.0,-81.0,35.0,1.0
26-03-2020,26.9,bangalore,Karnataka,8436675,IN009010100,India,-80.0,-61.0,-71.0,-77.0,34.0,8.0
27-03-2020,26.4,bangalore,Karnataka,8436675,IN009010100,India,-81.0,-61.0,-71.0,-77.0,35.0,1.0
28-03-2020,26.9,bangalore,Karnataka,8436675,IN009010100,India,-83.0,-64.0,-72.0,-71.0,30.0,4.0
29-03-2020,27.8,bangalore,Karnataka,8436675,IN009010100,India,-82.0,-64.0,-70.0,-49.0,22.0,2.0
30-03-2020,27.8,bangalore,Karnataka,8436675,IN009010100,India,-80.0,-62.0,-72.0,-75.0,35.0,0.0
31-03-2020,27.8,bangalore,Karnataka,8436675,IN009010100,India,-79.0,-58.0,-70.0,-75.0,33.0,0.0
01-04-2020,28.8,bangalore,Karnataka,8436675,IN009010100,India,-80.0,-60.0,-70.0,-76.0,33.0,4.0
02-04-2020,28.8,bangalore,Karnataka,8436675,IN009010100,India,-80.0,-61.0,-71.0,-75.0,34.0,3.0
03-04-2020,28.5,bangalore,Karnataka,8436675,IN009010100,India,-80.0,-59.0,-71.0,-74.0,34.0,0.0
04-04-2020,28.4,bangalore,Karnataka,8436675,IN009010100,India,-81.0,-61.0,-70.0,-64.0,28.0,0.0
05-04-2020,28.8,bangalore,Karnataka,8436675,IN009010100,India,-81.0,-63.0,-68.0,-44.0,21.0,4.0
06-04-2020,27.7,bangalore,Karnataka,8436675,IN009010100,India,-80.0,-61.0,-71.0,-75.0,34.0,0.0
07-04-2020,25.0,bangalore,Karnataka,8436675,IN009010100,India,-81.0,-49.0,-62.0,-74.0,31.0,1.0
08-04-2020,26.8,bangalore,Karnataka,8436675,IN009010100,India,-81.0,-50.0,-62.0,-74.0,32.0,3.0
09-04-2020,24.9,bangalore,Karnataka,8436675,IN009010100,India,-82.0,-53.0,-64.0,-74.0,34.0,0.0
10-04-2020,24.7,bangalore,Karnataka,8436675,IN009010100,India,-81.0,-42.0,-63.0,-76.0,34.0,3.0
11-04-2020,26.6,bangalore,Karnataka,8436675,IN009010100,India,-83.0,-52.0,-64.0,-67.0,29.0,2.0
12-04-2020,27.1,bangalore,Karnataka,8436675,IN009010100,India,-83.0,-56.0,-62.0,-44.0,22.0,2.0
13-04-2020,27.6,bangalore,Karnataka,8436675,IN009010100,India,-81.0,-51.0,-64.0,-73.0,35.0,3.0
14-04-2020,27.3,bangalore,Karnataka,8436675,IN009010100,India,-82.0,-53.0,-64.0,-75.0,33.0,1.0
15-04-2020,27.7,bangalore,Karnataka,8436675,IN009010100,India,-81.0,-50.0,-61.0,-72.0,33.0,3.0
16-04-2020,28.0,bangalore,Karnataka,8436675,IN009010100,India,-86.0,-46.0,-61.0,-72.0,34.0,1.0
17-04-2020,28.3,bangalore,Karnataka,8436675,IN009010100,India,-86.0,-45.0,-61.0,-71.0,34.0,4.0
18-04-2020,28.4,bangalore,Karnataka,8436675,IN009010100,India,-88.0,-52.0,-63.0,-62.0,28.0,10.0
19-04-2020,28.2,bangalore,Karnataka,8436675,IN009010100,India,-87.0,-52.0,-60.0,-42.0,21.0,3.0
20-04-2020,28.2,bangalore,Karnataka,8436675,IN009010100,India,-86.0,-49.0,-63.0,-70.0,34.0,0.0
21-04-2020,28.0,bangalore,Karnataka,8436675,IN009010100,India,-86.0,-47.0,-61.0,-71.0,32.0,0.0
22-04-2020,29.6,bangalore,Karnataka,8436675,IN009010100,India,-86.0,-48.0,-61.0,-71.0,33.0,0.0
23-04-2020,29.1,bangalore,Karnataka,8436675,IN009010100,India,-86.0,-48.0,-62.0,-70.0,34.0,2.0
24-04-2020,25.7,bangalore,Karnataka,8436675,IN009010100,India,-85.0,-44.0,-60.0,-69.0,33.0,10.0
25-04-2020,25.8,bangalore,Karnataka,8436675,IN009010100,India,-87.0,-48.0,-61.0,-62.0,29.0,19.0
26-04-2020,26.7,bangalore,Karnataka,8436675,IN009010100,India,-86.0,-49.0,-58.0,-39.0,21.0,13.0
27-04-2020,26.7,bangalore,Karnataka,8436675,IN009010100,India,-85.0,-45.0,-61.0,-68.0,33.0,0.0
28-04-2020,27.2,bangalore,Karnataka,8436675,IN009010100,India,-84.0,-44.0,-59.0,-68.0,31.0,1.0
29-04-2020,23.2,bangalore,Karnataka,8436675,IN009010100,India,-84.0,-43.0,-58.0,-68.0,32.0,6.0
30-04-2020,26.5,bangalore,Karnataka,8436675,IN009010100,India,-83.0,-41.0,-58.0,-67.0,32.0,0.0
30-04-2020,26.5,bangalore,Karnataka,8436675,IN009010100,India,-83.0,-41.0,-58.0,-67.0,32.0,0.0
01-05-2020,28.7,bangalore,Karnataka,8436675,IN009010100,India,-83.0,-37.0,-59.0,-72.0,33.0,13.0
02-05-2020,27.7,bangalore,Karnataka,8436675,IN009010100,India,-84.0,-42.0,-58.0,-54.0,26.0,8.0
03-05-2020,27.5,bangalore,Karnataka,8436675,IN009010100,India,-83.0,-43.0,-54.0,-34.0,19.0,7.0
04-05-2020,28.7,bangalore,Karnataka,8436675,IN009010100,India,-75.0,-25.0,-47.0,-57.0,26.0,5.0
05-05-2020,29.1,bangalore,Karnataka,8436675,IN009010100,India,-75.0,-25.0,-46.0,-57.0,25.0,4.0
06-05-2020,27.2,bangalore,Karnataka,8436675,IN009010100,India,-74.0,-22.0,-44.0,-55.0,25.0,3.0
07-05-2020,26.9,bangalore,Karnataka,8436675,IN009010100,India,-74.0,-21.0,-45.0,-55.0,26.0,2.0
08-05-2020,27.7,bangalore,Karnataka,8436675,IN009010100,India,-74.0,-18.0,-45.0,-53.0,25.0,3.0
09-05-2020,29.1,bangalore,Karnataka,8436675,IN009010100,India,-75.0,-22.0,-45.0,-43.0,21.0,14.0
09-05-2020,29.1,bangalore,Karnataka,8436675,IN009010100,India,-75.0,-22.0,-45.0,-43.0,21.0,0.0
10-05-2020,29.0,bangalore,Karnataka,8436675,IN009010100,India,-76.0,-27.0,-43.0,-24.0,16.0,0.0
11-05-2020,28.3,bangalore,Karnataka,8436675,IN009010100,India,-72.0,-17.0,-44.0,-51.0,25.0,0.0
12-05-2020,27.6,bangalore,Karnataka,8436675,IN009010100,India,-72.0,-17.0,-43.0,-52.0,24.0,0.0
13-05-2020,27.9,bangalore,Karnataka,8436675,IN009010100,India,-72.0,-17.0,-42.0,-51.0,23.0,0.0
02-03-2020,28.2,hyderabad,Telangana,6809970,IN001080500,India,1.0,4.0,4.0,5.0,1.0,0.0
03-03-2020,28.8,hyderabad,Telangana,6809970,IN001080500,India,1.0,5.0,3.0,5.0,1.0,1.0
04-03-2020,29.1,hyderabad,Telangana,6809970,IN001080500,India,1.0,12.0,5.0,7.0,1.0,0.0
05-03-2020,27.9,hyderabad,Telangana,6809970,IN001080500,India,-2.0,7.0,1.0,2.0,2.0,0.0
06-03-2020,28.0,hyderabad,Telangana,6809970,IN001080500,India,-1.0,8.0,6.0,4.0,2.0,0.0
