city,state,population,country,date,retail_and_recreation,grocery_and_pharnacy,transit_stations,workplaces,residential
Hyderabad,Telangana,6809970,India,2020-05-09,-85.0,-36.0,-58.0,-55.0,26.0
Ahmedabad,Gujarat,5570585,India,2020-02-15,0.0,1.0,2.0,2.0,0.0
Ahmedabad,Gujarat,5570585,India,2020-02-16,1.0,-2.0,2.0,-2.0,0.0
Ahmedabad,Gujarat,5570585,India,2020-02-17,-1.0,1.0,0.0,3.0,0.0
Ahmedabad,Gujarat,5570585,India,2020-02-18,0.0,2.0,0.0,3.0,0.0
Ahmedabad,Gujarat,5570585,India,2020-02-19,-1.0,2.0,1.0,3.0,0.0
Ahmedabad,Gujarat,5570585,India,2020-02-20,1.0,4.0,4.0,2.0,0.0
Ahmedabad,Gujarat,5570585,India,2020-02-21,-3.0,0.0,-5.0,-20.0,5.0
Ahmedabad,Gujarat,5570585,India,2020-02-22,-4.0,-2.0,-4.0,-1.0,2.0
Ahmedabad,Gujarat,5570585,India,2020-02-23,-4.0,-4.0,0.0,3.0,1.0
Ahmedabad,Gujarat,5570585,India,2020-02-24,-3.0,-2.0,-1.0,1.0,1.0
Ahmedabad,Gujarat,5570585,India,2020-02-25,-1.0,-2.0,1.0,-1.0,0.0
Ahmedabad,Gujarat,5570585,India,2020-02-26,-2.0,-3.0,1.0,0.0,-1.0
Ahmedabad,Gujarat,5570585,India,2020-02-27,-2.0,-3.0,-1.0,0.0,0.0
Ahmedabad,Gujarat,5570585,India,2020-02-28,-3.0,-2.0,-2.0,3.0,1.0
Ahmedabad,Gujarat,5570585,India,2020-02-29,-4.0,0.0,-2.0,8.0,0.0
Ahmedabad,Gujarat,5570585,India,2020-03-01,-2.0,-1.0,-2.0,2.0,1.0
Ahmedabad,Gujarat,5570585,India,2020-03-02,-4.0,1.0,-2.0,5.0,1.0
Ahmedabad,Gujarat,5570585,India,2020-03-03,-3.0,2.0,-2.0,4.0,1.0
Ahmedabad,Gujarat,5570585,India,2020-03-04,-2.0,3.0,0.0,4.0,1.0
Ahmedabad,Gujarat,5570585,India,2020-03-05,-4.0,1.0,-2.0,3.0,2.0
Ahmedabad,Gujarat,5570585,India,2020-03-06,-3.0,3.0,-1.0,5.0,1.0
Ahmedabad,Gujarat,5570585,India,2020-03-07,-2.0,4.0,3.0,8.0,0.0
Ahmedabad,Gujarat,5570585,India,2020-03-08,-4.0,3.0,-1.0,12.0,1.0
Ahmedabad,Gujarat,5570585,India,2020-03-09,0.0,7.0,-3.0,-11.0,3.0
Ahmedabad,Gujarat,5570585,India,2020-03-10,-11.0,-31.0,-17.0,-70.0,14.0
Ahmedabad,Gujarat,5570585,India,2020-03-11,-3.0,1.0,3.0,-5.0,0.0
Ahmedabad,Gujarat,5570585,India,2020-03-12,-4.0,-1.0,-3.0,-2.0,1.0
Ahmedabad,Gujarat,5570585,India,2020-03-13,-6.0,0.0,-4.0,2.0,1.0
Ahmedabad,Gujarat,5570585,India,2020-03-14,-7.0,1.0,-7.0,0.0,3.0
Ahmedabad,Gujarat,5570585,India,2020-03-15,-9.0,-3.0,-7.0,2.0,3.0
Ahmedabad,Gujarat,5570585,India,2020-03-16,-7.0,3.0,-5.0,-1.0,3.0
Ahmedabad,Gujarat,5570585,India,2020-03-17,-9.0,0.0,-7.0,-3.0,2.0
Ahmedabad,Gujarat,5570585,India,2020-03-18,-9.0,-1.0,-8.0,-4.0,2.0
Ahmedabad,Gujarat,5570585,India,2020-03-19,-11.0,3.0,-11.0,-5.0,3.0
Ahmedabad,Gujarat,5570585,India,2020-03-20,-18.0,9.0,-15.0,-5.0,4.0
Ahmedabad,Gujarat,5570585,India,2020-03-21,-32.0,-3.0,-22.0,-10.0,8.0
Ahmedabad,Gujarat,5570585,India,2020-03-22,-79.0,-78.0,-67.0,-57.0,25.0
Ahmedabad,Gujarat,5570585,India,2020-03-23,-62.0,-41.0,-53.0,-52.0,24.0
Ahmedabad,Gujarat,5570585,India,2020-03-24,-74.0,-58.0,-65.0,-71.0,31.0
Ahmedabad,Gujarat,5570585,India,2020-03-25,-78.0,-64.0,-69.0,-76.0,33.0
Ahmedabad,Gujarat,5570585,India,2020-03-26,-78.0,-64.0,-69.0,-75.0,34.0
Ahmedabad,Gujarat,5570585,India,2020-03-27,-78.0,-66.0,-70.0,-74.0,34.0
Ahmedabad,Gujarat,5570585,India,2020-03-28,-81.0,-70.0,-72.0,-74.0,35.0
Ahmedabad,Gujarat,5570585,India,2020-03-29,-82.0,-72.0,-72.0,-59.0,28.0
Ahmedabad,Gujarat,5570585,India,2020-03-30,-79.0,-68.0,-72.0,-74.0,35.0
Ahmedabad,Gujarat,5570585,India,2020-03-31,-79.0,-67.0,-71.0,-73.0,33.0
Ahmedabad,Gujarat,5570585,India,2020-04-01,-79.0,-67.0,-70.0,-73.0,33.0
Ahmedabad,Gujarat,5570585,India,2020-04-02,-79.0,-69.0,-71.0,-75.0,35.0
Ahmedabad,Gujarat,5570585,India,2020-04-03,-78.0,-66.0,-70.0,-71.0,33.0
Ahmedabad,Gujarat,5570585,India,2020-04-04,-79.0,-67.0,-71.0,-69.0,33.0
Ahmedabad,Gujarat,5570585,India,2020-04-05,-81.0,-71.0,-71.0,-55.0,26.0
Ahmedabad,Gujarat,5570585,India,2020-04-06,-80.0,-68.0,-72.0,-74.0,35.0
Ahmedabad,Gujarat,5570585,India,2020-04-07,-81.0,-59.0,-64.0,-72.0,33.0
Ahmedabad,Gujarat,5570585,India,2020-04-08,-82.0,-61.0,-65.0,-73.0,33.0
Ahmedabad,Gujarat,5570585,India,2020-04-09,-82.0,-60.0,-66.0,-73.0,36.0
Ahmedabad,Gujarat,5570585,India,2020-04-10,-82.0,-61.0,-67.0,-74.0,36.0
Ahmedabad,Gujarat,5570585,India,2020-04-11,-83.0,-63.0,-67.0,-73.0,37.0
Ahmedabad,Gujarat,5570585,India,2020-04-12,-84.0,-66.0,-67.0,-57.0,28.0
Ahmedabad,Gujarat,5570585,India,2020-04-13,-82.0,-62.0,-67.0,-72.0,37.0
Ahmedabad,Gujarat,5570585,India,2020-04-14,-82.0,-63.0,-66.0,-74.0,35.0
Ahmedabad,Gujarat,5570585,India,2020-04-15,-82.0,-59.0,-63.0,-70.0,34.0
Ahmedabad,Gujarat,5570585,India,2020-04-16,-88.0,-53.0,-62.0,-71.0,35.0
Ahmedabad,Gujarat,5570585,India,2020-04-17,-88.0,-53.0,-62.0,-70.0,35.0
Ahmedabad,Gujarat,5570585,India,2020-04-18,-89.0,-60.0,-65.0,-68.0,35.0
Ahmedabad,Gujarat,5570585,India,2020-04-19,-90.0,-63.0,-66.0,-54.0,28.0
Ahmedabad,Gujarat,5570585,India,2020-04-20,-89.0,-57.0,-65.0,-69.0,36.0
Ahmedabad,Gujarat,5570585,India,2020-04-21,-88.0,-57.0,-63.0,-69.0,34.0
Ahmedabad,Gujarat,5570585,India,2020-04-22,-89.0,-58.0,-64.0,-69.0,34.0
Ahmedabad,Gujarat,5570585,India,2020-04-23,-89.0,-58.0,-64.0,-69.0,36.0
Ahmedabad,Gujarat,5570585,India,2020-04-24,-88.0,-56.0,-64.0,-68.0,35.0
Ahmedabad,Gujarat,5570585,India,2020-04-25,-89.0,-58.0,-64.0,-67.0,36.0
Ahmedabad,Gujarat,5570585,India,2020-04-26,-88.0,-57.0,-62.0,-47.0,27.0
Ahmedabad,Gujarat,5570585,India,2020-04-27,-87.0,-55.0,-63.0,-65.0,35.0
Ahmedabad,Gujarat,5570585,India,2020-04-28,-87.0,-54.0,-61.0,-65.0,32.0
Ahmedabad,Gujarat,5570585,India,2020-04-29,-87.0,-54.0,-60.0,-65.0,33.0
Ahmedabad,Gujarat,5570585,India,2020-04-30,-87.0,-54.0,-61.0,-64.0,34.0
Ahmedabad,Gujarat,5570585,India,2020-05-01,-87.0,-53.0,-62.0,-64.0,33.0
Ahmedabad,Gujarat,5570585,India,2020-05-02,-87.0,-54.0,-61.0,-60.0,33.0
Ahmedabad,Gujarat,5570585,India,2020-05-03,-88.0,-57.0,-62.0,-46.0,26.0
Ahmedabad,Gujarat,5570585,India,2020-05-04,-85.0,-49.0,-60.0,-60.0,32.0
Ahmedabad,Gujarat,5570585,India,2020-05-05,-85.0,-49.0,-59.0,-61.0,31.0
Ahmedabad,Gujarat,5570585,India,2020-05-06,-84.0,-45.0,-55.0,-60.0,30.0
Ahmedabad,Gujarat,5570585,India,2020-05-07,-84.0,-47.0,-58.0,-61.0,31.0
Ahmedabad,Gujarat,5570585,India,2020-05-08,-84.0,-46.0,-58.0,-60.0,31.0
Ahmedabad,Gujarat,5570585,India,2020-05-09,-86.0,-51.0,-60.0,-60.0,33.0
Surat,Gujarat,4467797,India,2020-02-15,0.0,1.0,2.0,2.0,0.0
Surat,Gujarat,4467797,India,2020-02-16,1.0,-2.0,2.0,-2.0,0.0
Surat,Gujarat,4467797,India,2020-02-17,-1.0,1.0,0.0,3.0,0.0
Surat,Gujarat,4467797,India,2020-02-18,0.0,2.0,0.0,3.0,0.0
Surat,Gujarat,4467797,India,2020-02-19,-1.0,2.0,1.0,3.0,0.0
Surat,Gujarat,4467797,India,2020-02-20,1.0,4.0,4.0,2.0,0.0
Surat,Gujarat,4467797,India,2020-02-21,-3.0,0.0,-5.0,-20.0,5.0
Surat,Gujarat,4467797,India,2020-02-22,-4.0,-2.0,-4.0,-1.0,2.0
Surat,Gujarat,4467797,India,2020-02-23,-4.0,-4.0,0.0,3.0,1.0
Surat,Gujarat,4467797,India,2020-02-24,-3.0,-2.0,-1.0,1.0,1.0
Surat,Gujarat,4467797,India,2020-02-25,-1.0,-2.0,1.0,-1.0,0.0
Surat,Gujarat,4467797,India,2020-02-26,-2.0,-3.0,1.0,0.0,-1.0
Surat,Gujarat,4467797,India,2020-02-27,-2.0,-3.0,-1.0,0.0,0.0
Surat,Gujarat,4467797,India,2020-02-28,-3.0,-2.0,-2.0,3.0,1.0
Surat,Gujarat,4467797,India,2020-02-29,-4.0,0.0,-2.0,8.0,0.0
Surat,Gujarat,4467797,India,2020-03-01,-2.0,-1.0,-2.0,2.0,1.0
Surat,Gujarat,4467797,India,2020-03-02,-4.0,1.0,-2.0,5.0,1.0
Surat,Gujarat,4467797,India,2020-03-03,-3.0,2.0,-2.0,4.0,1.0
Surat,Gujarat,4467797,India,2020-03-04,-2.0,3.0,0.0,4.0,1.0
Surat,Gujarat,4467797,India,2020-03-05,-4.0,1.0,-2.0,3.0,2.0
Surat,Gujarat,4467797,India,2020-03-06,-3.0,3.0,-1.0,5.0,1.0
Surat,Gujarat,4467797,India,2020-03-07,-2.0,4.0,3.0,8.0,0.0
Surat,Gujarat,4467797,India,2020-03-08,-4.0,3.0,-1.0,12.0,1.0
Surat,Gujarat,4467797,India,2020-03-09,0.0,7.0,-3.0,-11.0,3.0
Surat,Gujarat,4467797,India,2020-03-10,-11.0,-31.0,-17.0,-70.0,14.0
Surat,Gujarat,4467797,India,2020-03-11,-3.0,1.0,3.0,-5.0,0.0
Surat,Gujarat,4467797,India,2020-03-12,-4.0,-1.0,-3.0,-2.0,1.0
Surat,Gujarat,4467797,India,2020-03-13,-6.0,0.0,-4.0,2.0,1.0
Surat,Gujarat,4467797,India,2020-03-14,-7.0,1.0,-7.0,0.0,3.0
Surat,Gujarat,4467797,India,2020-03-15,-9.0,-3.0,-7.0,2.0,3.0
Surat,Gujarat,4467797,India,2020-03-16,-7.0,3.0,-5.0,-1.0,3.0
Surat,Gujarat,4467797,India,2020-03-17,-9.0,0.0,-7.0,-3.0,2.0
Surat,Gujarat,4467797,India,2020-03-18,-9.0,-1.0,-8.0,-4.0,2.0
Surat,Gujarat,4467797,India,2020-03-19,-11.0,3.0,-11.0,-5.0,3.0
Surat,Gujarat,4467797,India,2020-03-20,-18.0,9.0,-15.0,-5.0,4.0
Surat,Gujarat,4467797,India,2020-03-21,-32.0,-3.0,-22.0,-10.0,8.0
Surat,Gujarat,4467797,India,2020-03-22,-79.0,-78.0,-67.0,-57.0,25.0
Surat,Gujarat,4467797,India,2020-03-23,-62.0,-41.0,-53.0,-52.0,24.0
Surat,Gujarat,4467797,India,2020-03-24,-74.0,-58.0,-65.0,-71.0,31.0
Surat,Gujarat,4467797,India,2020-03-25,-78.0,-64.0,-69.0,-76.0,33.0
Surat,Gujarat,4467797,India,2020-03-26,-78.0,-64.0,-69.0,-75.0,34.0
Surat,Gujarat,4467797,India,2020-03-27,-78.0,-66.0,-70.0,-74.0,34.0
Surat,Gujarat,4467797,India,2020-03-28,-81.0,-70.0,-72.0,-74.0,35.0
Surat,Gujarat,4467797,India,2020-03-29,-82.0,-72.0,-72.0,-59.0,28.0
Surat,Gujarat,4467797,India,2020-03-30,-79.0,-68.0,-72.0,-74.0,35.0
Surat,Gujarat,4467797,India,2020-03-31,-79.0,-67.0,-71.0,-73.0,33.0
Surat,Gujarat,4467797,India,2020-04-01,-79.0,-67.0,-70.0,-73.0,33.0
Surat,Gujarat,4467797,India,2020-04-02,-79.0,-69.0,-71.0,-75.0,35.0
Surat,Gujarat,4467797,India,2020-04-03,-78.0,-66.0,-70.0,-71.0,33.0
Surat,Gujarat,4467797,India,2020-04-04,-79.0,-67.0,-71.0,-69.0,33.0
Surat,Gujarat,4467797,India,2020-04-05,-81.0,-71.0,-71.0,-55.0,26.0
Surat,Gujarat,4467797,India,2020-04-06,-80.0,-68.0,-72.0,-74.0,35.0
Surat,Gujarat,4467797,India,2020-04-07,-81.0,-59.0,-64.0,-72.0,33.0
Surat,Gujarat,4467797,India,2020-04-08,-82.0,-61.0,-65.0,-73.0,33.0
Surat,Gujarat,4467797,India,2020-04-09,-82.0,-60.0,-66.0,-73.0,36.0
Surat,Gujarat,4467797,India,2020-04-10,-82.0,-61.0,-67.0,-74.0,36.0
Surat,Gujarat,4467797,India,2020-04-11,-83.0,-63.0,-67.0,-73.0,37.0
Surat,Gujarat,4467797,India,2020-04-12,-84.0,-66.0,-67.0,-57.0,28.0
Surat,Gujarat,4467797,India,2020-04-13,-82.0,-62.0,-67.0,-72.0,37.0
Surat,Gujarat,4467797,India,2020-04-14,-82.0,-63.0,-66.0,-74.0,35.0
Surat,Gujarat,4467797,India,2020-04-15,-82.0,-59.0,-63.0,-70.0,34.0
Surat,Gujarat,4467797,India,2020-04-16,-88.0,-53.0,-62.0,-71.0,35.0
Surat,Gujarat,4467797,India,2020-04-17,-88.0,-53.0,-62.0,-70.0,35.0
Surat,Gujarat,4467797,India,2020-04-18,-89.0,-60.0,-65.0,-68.0,35.0
Surat,Gujarat,4467797,India,2020-04-19,-90.0,-63.0,-66.0,-54.0,28.0
Surat,Gujarat,4467797,India,2020-04-20,-89.0,-57.0,-65.0,-69.0,36.0
Surat,Gujarat,4467797,India,2020-04-21,-88.0,-57.0,-63.0,-69.0,34.0
Surat,Gujarat,4467797,India,2020-04-22,-89.0,-58.0,-64.0,-69.0,34.0
Surat,Gujarat,4467797,India,2020-04-23,-89.0,-58.0,-64.0,-69.0,36.0
Surat,Gujarat,4467797,India,2020-04-24,-88.0,-56.0,-64.0,-68.0,35.0
Surat,Gujarat,4467797,India,2020-04-25,-89.0,-58.0,-64.0,-67.0,36.0
Surat,Gujarat,4467797,India,2020-04-26,-88.0,-57.0,-62.0,-47.0,27.0
Surat,Gujarat,4467797,India,2020-04-27,-87.0,-55.0,-63.0,-65.0,35.0
Surat,Gujarat,4467797,India,2020-04-28,-87.0,-54.0,-61.0,-65.0,32.0
Surat,Gujarat,4467797,India,2020-04-29,-87.0,-54.0,-60.0,-65.0,33.0
Surat,Gujarat,4467797,India,2020-04-30,-87.0,-54.0,-61.0,-64.0,34.0
Surat,Gujarat,4467797,India,2020-05-01,-87.0,-53.0,-62.0,-64.0,33.0
Surat,Gujarat,4467797,India,2020-05-02,-87.0,-54.0,-61.0,-60.0,33.0
Surat,Gujarat,4467797,India,2020-05-03,-88.0,-57.0,-62.0,-46.0,26.0
Surat,Gujarat,4467797,India,2020-05-04,-85.0,-49.0,-60.0,-60.0,32.0
Surat,Gujarat,4467797,India,2020-05-05,-85.0,-49.0,-59.0,-61.0,31.0
Surat,Gujarat,4467797,India,2020-05-06,-84.0,-45.0,-55.0,-60.0,30.0
Surat,Gujarat,4467797,India,2020-05-07,-84.0,-47.0,-58.0,-61.0,31.0
Surat,Gujarat,4467797,India,2020-05-08,-84.0,-46.0,-58.0,-60.0,31.0
Surat,Gujarat,4467797,India,2020-05-09,-86.0,-51.0,-60.0,-60.0,33.0
Chennai,Tamil Nadu,4681087,India,2020-02-15,1.0,0.0,2.0,6.0,0.0
Chennai,Tamil Nadu,4681087,India,2020-02-16,0.0,3.0,-2.0,1.0,2.0
Chennai,Tamil Nadu,4681087,India,2020-02-17,-4.0,1.0,-3.0,8.0,2.0
Chennai,Tamil Nadu,4681087,India,2020-02-18,0.0,1.0,-1.0,5.0,1.0
Chennai,Tamil Nadu,4681087,India,2020-02-19,-1.0,1.0,1.0,7.0,1.0
Chennai,Tamil Nadu,4681087,India,2020-02-20,-3.0,0.0,2.0,6.0,1.0
Chennai,Tamil Nadu,4681087,India,2020-02-21,3.0,2.0,8.0,2.0,0.0
Chennai,Tamil Nadu,4681087,India,2020-02-22,0.0,-2.0,3.0,0.0,0.0
Chennai,Tamil Nadu,4681087,India,2020-02-23,-1.0,-2.0,0.0,0.0,2.0
Chennai,Tamil Nadu,4681087,India,2020-02-24,-4.0,0.0,-2.0,8.0,2.0
Chennai,Tamil Nadu,4681087,India,2020-02-25,5.0,0.0,3.0,4.0,0.0
Chennai,Tamil Nadu,4681087,India,2020-02-26,2.0,-1.0,6.0,2.0,-1.0
Chennai,Tamil Nadu,4681087,India,2020-02-27,-5.0,-2.0,-1.0,7.0,2.0
Chennai,Tamil Nadu,4681087,India,2020-02-28,2.0,1.0,1.0,7.0,1.0
Chennai,Tamil Nadu,4681087,India,2020-02-29,3.0,1.0,3.0,10.0,0.0
Chennai,Tamil Nadu,4681087,India,2020-03-01,5.0,4.0,1.0,2.0,1.0
Chennai,Tamil Nadu,4681087,India,2020-03-02,-1.0,3.0,-2.0,8.0,1.0
Chennai,Tamil Nadu,4681087,India,2020-03-03,1.0,3.0,-1.0,5.0,1.0
Chennai,Tamil Nadu,4681087,India,2020-03-04,3.0,6.0,5.0,6.0,0.0
Chennai,Tamil Nadu,4681087,India,2020-03-05,3.0,3.0,5.0,3.0,0.0
Chennai,Tamil Nadu,4681087,India,2020-03-06,4.0,5.0,5.0,4.0,0.0
Chennai,Tamil Nadu,4681087,India,2020-03-07,0.0,2.0,4.0,7.0,0.0
Chennai,Tamil Nadu,4681087,India,2020-03-08,2.0,5.0,1.0,1.0,1.0
Chennai,Tamil Nadu,4681087,India,2020-03-09,-1.0,4.0,0.0,5.0,1.0
Chennai,Tamil Nadu,4681087,India,2020-03-10,1.0,4.0,-1.0,2.0,2.0
Chennai,Tamil Nadu,4681087,India,2020-03-11,-1.0,4.0,2.0,5.0,0.0
Chennai,Tamil Nadu,4681087,India,2020-03-12,-2.0,2.0,0.0,4.0,1.0
Chennai,Tamil Nadu,4681087,India,2020-03-13,0.0,3.0,1.0,4.0,1.0
Chennai,Tamil Nadu,4681087,India,2020-03-14,-4.0,1.0,-3.0,1.0,3.0
Chennai,Tamil Nadu,4681087,India,2020-03-15,-8.0,3.0,-7.0,1.0,3.0
Chennai,Tamil Nadu,4681087,India,2020-03-16,-7.0,5.0,-5.0,5.0,3.0
Chennai,Tamil Nadu,4681087,India,2020-03-17,-8.0,7.0,-5.0,-5.0,4.0
Chennai,Tamil Nadu,4681087,India,2020-03-18,-13.0,10.0,-7.0,-6.0,5.0
Chennai,Tamil Nadu,4681087,India,2020-03-19,-17.0,7.0,-12.0,-7.0,7.0
Chennai,Tamil Nadu,4681087,India,2020-03-20,-18.0,11.0,-14.0,-10.0,7.0
Chennai,Tamil Nadu,4681087,India,2020-03-21,-25.0,17.0,-15.0,-9.0,7.0
Chennai,Tamil Nadu,4681087,India,2020-03-22,-78.0,-79.0,-67.0,-46.0,22.0
Chennai,Tamil Nadu,4681087,India,2020-03-23,-26.0,21.0,-24.0,-29.0,13.0
Chennai,Tamil Nadu,4681087,India,2020-03-24,-41.0,5.0,-31.0,-48.0,17.0
Chennai,Tamil Nadu,4681087,India,2020-03-25,-79.0,-65.0,-70.0,-75.0,34.0
Chennai,Tamil Nadu,4681087,India,2020-03-26,-80.0,-66.0,-71.0,-74.0,37.0
Chennai,Tamil Nadu,4681087,India,2020-03-27,-80.0,-65.0,-71.0,-74.0,36.0
Chennai,Tamil Nadu,4681087,India,2020-03-28,-81.0,-66.0,-71.0,-69.0,32.0
Chennai,Tamil Nadu,4681087,India,2020-03-29,-78.0,-63.0,-68.0,-46.0,24.0
Chennai,Tamil Nadu,4681087,India,2020-03-30,-79.0,-63.0,-71.0,-72.0,36.0
Chennai,Tamil Nadu,4681087,India,2020-03-31,-77.0,-61.0,-68.0,-72.0,33.0
Chennai,Tamil Nadu,4681087,India,2020-04-01,-78.0,-61.0,-68.0,-72.0,34.0
Chennai,Tamil Nadu,4681087,India,2020-04-02,-78.0,-61.0,-68.0,-72.0,35.0
Chennai,Tamil Nadu,4681087,India,2020-04-03,-77.0,-59.0,-68.0,-71.0,35.0
Chennai,Tamil Nadu,4681087,India,2020-04-04,-78.0,-62.0,-68.0,-64.0,31.0
Chennai,Tamil Nadu,4681087,India,2020-04-05,-78.0,-64.0,-67.0,-41.0,23.0
Chennai,Tamil Nadu,4681087,India,2020-04-06,-79.0,-63.0,-70.0,-72.0,36.0
Chennai,Tamil Nadu,4681087,India,2020-04-07,-82.0,-51.0,-61.0,-71.0,33.0
Chennai,Tamil Nadu,4681087,India,2020-04-08,-82.0,-51.0,-61.0,-71.0,33.0
Chennai,Tamil Nadu,4681087,India,2020-04-09,-83.0,-52.0,-62.0,-71.0,36.0
Chennai,Tamil Nadu,4681087,India,2020-04-10,-83.0,-50.0,-63.0,-73.0,36.0
Chennai,Tamil Nadu,4681087,India,2020-04-11,-83.0,-52.0,-62.0,-65.0,32.0
Chennai,Tamil Nadu,4681087,India,2020-04-12,-82.0,-52.0,-60.0,-41.0,23.0
Chennai,Tamil Nadu,4681087,India,2020-04-13,-82.0,-50.0,-63.0,-69.0,36.0
Chennai,Tamil Nadu,4681087,India,2020-04-14,-83.0,-55.0,-64.0,-74.0,36.0
Chennai,Tamil Nadu,4681087,India,2020-04-15,-82.0,-51.0,-60.0,-69.0,34.0
Chennai,Tamil Nadu,4681087,India,2020-04-16,-87.0,-46.0,-59.0,-69.0,36.0
Chennai,Tamil Nadu,4681087,India,2020-04-17,-86.0,-44.0,-59.0,-69.0,36.0
Chennai,Tamil Nadu,4681087,India,2020-04-18,-88.0,-50.0,-60.0,-61.0,31.0
Chennai,Tamil Nadu,4681087,India,2020-04-19,-87.0,-51.0,-59.0,-39.0,23.0
Chennai,Tamil Nadu,4681087,India,2020-04-20,-87.0,-48.0,-61.0,-66.0,35.0
Chennai,Tamil Nadu,4681087,India,2020-04-21,-86.0,-45.0,-59.0,-68.0,33.0
Chennai,Tamil Nadu,4681087,India,2020-04-22,-86.0,-46.0,-59.0,-67.0,33.0
Chennai,Tamil Nadu,4681087,India,2020-04-23,-87.0,-47.0,-60.0,-67.0,36.0
Chennai,Tamil Nadu,4681087,India,2020-04-24,-86.0,-44.0,-60.0,-67.0,35.0
Chennai,Tamil Nadu,4681087,India,2020-04-25,-85.0,-32.0,-57.0,-62.0,30.0
Chennai,Tamil Nadu,4681087,India,2020-04-26,-91.0,-70.0,-67.0,-44.0,26.0
Chennai,Tamil Nadu,4681087,India,2020-04-27,-90.0,-64.0,-67.0,-70.0,39.0
Chennai,Tamil Nadu,4681087,India,2020-04-28,-89.0,-62.0,-64.0,-71.0,35.0
Chennai,Tamil Nadu,4681087,India,2020-04-29,-88.0,-59.0,-62.0,-69.0,35.0
Chennai,Tamil Nadu,4681087,India,2020-04-30,-84.0,-32.0,-56.0,-65.0,34.0
Chennai,Tamil Nadu,4681087,India,2020-05-01,-86.0,-42.0,-60.0,-70.0,36.0
Chennai,Tamil Nadu,4681087,India,2020-05-02,-86.0,-45.0,-59.0,-58.0,30.0
Chennai,Tamil Nadu,4681087,India,2020-05-03,-86.0,-50.0,-59.0,-35.0,22.0
Chennai,Tamil Nadu,4681087,India,2020-05-04,-82.0,-36.0,-56.0,-58.0,32.0
Chennai,Tamil Nadu,4681087,India,2020-05-05,-81.0,-35.0,-54.0,-60.0,31.0
Chennai,Tamil Nadu,4681087,India,2020-05-06,-80.0,-29.0,-50.0,-57.0,29.0
Chennai,Tamil Nadu,4681087,India,2020-05-07,-79.0,-29.0,-49.0,-56.0,30.0
Chennai,Tamil Nadu,4681087,India,2020-05-08,-79.0,-27.0,-50.0,-55.0,29.0
Chennai,Tamil Nadu,4681087,India,2020-05-09,-80.0,-30.0,-50.0,-47.0,26.0
Kolkata,West Bengal,4486679,India,2020-02-15,-3.0,1.0,-1.0,6.0,1.0
Kolkata,West Bengal,4486679,India,2020-02-16,-2.0,1.0,-2.0,2.0,1.0
Kolkata,West Bengal,4486679,India,2020-02-17,-3.0,-2.0,-1.0,3.0,1.0
Kolkata,West Bengal,4486679,India,2020-02-18,-2.0,-1.0,-2.0,2.0,1.0
Kolkata,West Bengal,4486679,India,2020-02-19,-4.0,1.0,3.0,11.0,-1.0
Kolkata,West Bengal,4486679,India,2020-02-20,-3.0,1.0,0.0,6.0,0.0
Kolkata,West Bengal,4486679,India,2020-02-21,-6.0,0.0,-6.0,-7.0,3.0
Kolkata,West Bengal,4486679,India,2020-02-22,-7.0,-3.0,-6.0,0.0,2.0
Kolkata,West Bengal,4486679,India,2020-02-23,-3.0,1.0,-3.0,3.0,1.0
Kolkata,West Bengal,4486679,India,2020-02-24,-5.0,-3.0,-3.0,2.0,1.0
Kolkata,West Bengal,4486679,India,2020-02-25,-10.0,-11.0,-8.0,-1.0,3.0
Kolkata,West Bengal,4486679,India,2020-02-26,-2.0,2.0,5.0,9.0,-2.0
Kolkata,West Bengal,4486679,India,2020-02-27,-1.0,1.0,1.0,6.0,0.0
Kolkata,West Bengal,4486679,India,2020-02-28,-1.0,2.0,2.0,6.0,0.0
Kolkata,West Bengal,4486679,India,2020-02-29,-3.0,2.0,0.0,9.0,0.0
Kolkata,West Bengal,4486679,India,2020-03-01,-2.0,5.0,0.0,4.0,1.0
Kolkata,West Bengal,4486679,India,2020-03-02,-2.0,1.0,0.0,3.0,0.0
Kolkata,West Bengal,4486679,India,2020-03-03,-8.0,-8.0,-4.0,2.0,1.0
Kolkata,West Bengal,4486679,India,2020-03-04,0.0,7.0,7.0,11.0,-2.0
Kolkata,West Bengal,4486679,India,2020-03-05,0.0,5.0,3.0,6.0,0.0
Kolkata,West Bengal,4486679,India,2020-03-06,-1.0,5.0,4.0,6.0,0.0
Kolkata,West Bengal,4486679,India,2020-03-07,-2.0,5.0,4.0,7.0,0.0
Kolkata,West Bengal,4486679,India,2020-03-08,5.0,15.0,7.0,5.0,-1.0
Kolkata,West Bengal,4486679,India,2020-03-09,-22.0,-20.0,-33.0,-51.0,13.0
Kolkata,West Bengal,4486679,India,2020-03-10,-15.0,-15.0,-19.0,-36.0,7.0
Kolkata,West Bengal,4486679,India,2020-03-11,-3.0,3.0,6.0,5.0,-3.0
Kolkata,West Bengal,4486679,India,2020-03-12,-3.0,2.0,1.0,4.0,-1.0
Kolkata,West Bengal,4486679,India,2020-03-13,-4.0,1.0,0.0,3.0,0.0
Kolkata,West Bengal,4486679,India,2020-03-14,-9.0,-4.0,-6.0,1.0,1.0
Kolkata,West Bengal,4486679,India,2020-03-15,-6.0,1.0,-5.0,3.0,2.0
Kolkata,West Bengal,4486679,India,2020-03-16,-6.0,-1.0,-5.0,-2.0,2.0
